report_property [get_bd_cells zynq_ultra_ps_e_0]
Property                                               Type    Read-only  Value
CONFIG.PSU__CRL_APB__QSPI_REF_CTRL__FREQMHZ            string  false      125
CONFIG.PSU__CRL_APB__QSPI_REF_CTRL__SRCSEL             string  false      IOPLL
CONFIG.PSU__CRL_APB__RPLL_CTRL__DIV2                   string  false      1
CONFIG.PSU__CRL_APB__RPLL_CTRL__FBDIV                  string  false      45
CONFIG.PSU__CRL_APB__RPLL_CTRL__FRACDATA               string  false      0.000000
CONFIG.PSU__CRL_APB__RPLL_CTRL__FRACFREQ               string  false      27.138
CONFIG.PSU__CRL_APB__RPLL_CTRL__SRCSEL                 string  false      PSS_REF_CLK
CONFIG.PSU__CRL_APB__RPLL_FRAC_CFG__ENABLED            string  false      0
CONFIG.PSU__CRL_APB__RPLL_TO_FPD_CTRL__DIVISOR0        string  false      2
CONFIG.PSU__CRL_APB__SDIO0_REF_CTRL__ACT_FREQMHZ       string  false      200
CONFIG.PSU__CRL_APB__SDIO0_REF_CTRL__DIVISOR0          string  false      7
CONFIG.PSU__CRL_APB__SDIO0_REF_CTRL__DIVISOR1          string  false      1
CONFIG.PSU__CRL_APB__SDIO0_REF_CTRL__FREQMHZ           string  false      200
CONFIG.PSU__CRL_APB__SDIO0_REF_CTRL__SRCSEL            string  false      RPLL
CONFIG.PSU__CRL_APB__SDIO1_REF_CTRL__ACT_FREQMHZ       string  false      187.498
CONFIG.PSU__CRL_APB__SDIO1_REF_CTRL__DIVISOR0          string  false      8
CONFIG.PSU__CRL_APB__SDIO1_REF_CTRL__DIVISOR1          string  false      1
CONFIG.PSU__CRL_APB__SDIO1_REF_CTRL__FREQMHZ           string  false      200
CONFIG.PSU__CRL_APB__SDIO1_REF_CTRL__SRCSEL            string  false      IOPLL
CONFIG.PSU__CRL_APB__SPI0_REF_CTRL__ACT_FREQMHZ        string  false      214
CONFIG.PSU__CRL_APB__SPI0_REF_CTRL__DIVISOR0           string  false      7
CONFIG.PSU__CRL_APB__SPI0_REF_CTRL__DIVISOR1           string  false      1
CONFIG.PSU__CRL_APB__SPI0_REF_CTRL__FREQMHZ            string  false      200
CONFIG.PSU__CRL_APB__SPI0_REF_CTRL__SRCSEL             string  false      RPLL
CONFIG.PSU__CRL_APB__SPI1_REF_CTRL__ACT_FREQMHZ        string  false      214
CONFIG.PSU__CRL_APB__SPI1_REF_CTRL__DIVISOR0           string  false      7
CONFIG.PSU__CRL_APB__SPI1_REF_CTRL__DIVISOR1           string  false      1
CONFIG.PSU__CRL_APB__SPI1_REF_CTRL__FREQMHZ            string  false      200
CONFIG.PSU__CRL_APB__SPI1_REF_CTRL__SRCSEL             string  false      RPLL
CONFIG.PSU__CRL_APB__TIMESTAMP_REF_CTRL__ACT_FREQMHZ   string  false      99.999
CONFIG.PSU__CRL_APB__TIMESTAMP_REF_CTRL__DIVISOR0      string  false      15
CONFIG.PSU__CRL_APB__TIMESTAMP_REF_CTRL__FREQMHZ       string  false      100
CONFIG.PSU__CRL_APB__TIMESTAMP_REF_CTRL__SRCSEL        string  false      IOPLL
CONFIG.PSU__CRL_APB__UART0_REF_CTRL__ACT_FREQMHZ       string  false      99.999
CONFIG.PSU__CRL_APB__UART0_REF_CTRL__DIVISOR0          string  false      15
CONFIG.PSU__CRL_APB__UART0_REF_CTRL__DIVISOR1          string  false      1
CONFIG.PSU__CRL_APB__UART0_REF_CTRL__FREQMHZ           string  false      100
CONFIG.PSU__CRL_APB__UART0_REF_CTRL__SRCSEL            string  false      IOPLL
CONFIG.PSU__CRL_APB__UART1_REF_CTRL__ACT_FREQMHZ       string  false      99.999
CONFIG.PSU__CRL_APB__UART1_REF_CTRL__DIVISOR0          string  false      15
CONFIG.PSU__CRL_APB__UART1_REF_CTRL__DIVISOR1          string  false      1
CONFIG.PSU__CRL_APB__UART1_REF_CTRL__FREQMHZ           string  false      100
CONFIG.PSU__CRL_APB__UART1_REF_CTRL__SRCSEL            string  false      IOPLL
CONFIG.PSU__CRL_APB__USB0_BUS_REF_CTRL__ACT_FREQMHZ    string  false      249.997
CONFIG.PSU__CRL_APB__USB0_BUS_REF_CTRL__DIVISOR0       string  false      6
CONFIG.PSU__CRL_APB__USB0_BUS_REF_CTRL__DIVISOR1       string  false      1
CONFIG.PSU__CRL_APB__USB0_BUS_REF_CTRL__FREQMHZ        string  false      250
CONFIG.PSU__CRL_APB__USB0_BUS_REF_CTRL__SRCSEL         string  false      IOPLL
CONFIG.PSU__CRL_APB__USB1_BUS_REF_CTRL__ACT_FREQMHZ    string  false      250
CONFIG.PSU__CRL_APB__USB1_BUS_REF_CTRL__DIVISOR0       string  false      6
CONFIG.PSU__CRL_APB__USB1_BUS_REF_CTRL__DIVISOR1       string  false      1
CONFIG.PSU__CRL_APB__USB1_BUS_REF_CTRL__FREQMHZ        string  false      250
CONFIG.PSU__CRL_APB__USB1_BUS_REF_CTRL__SRCSEL         string  false      IOPLL
CONFIG.PSU__CRL_APB__USB3_DUAL_REF_CTRL__ACT_FREQMHZ   string  false      20.000
CONFIG.PSU__CRL_APB__USB3_DUAL_REF_CTRL__DIVISOR0      string  false      25
CONFIG.PSU__CRL_APB__USB3_DUAL_REF_CTRL__DIVISOR1      string  false      3
CONFIG.PSU__CRL_APB__USB3_DUAL_REF_CTRL__FREQMHZ       string  false      20
CONFIG.PSU__CRL_APB__USB3_DUAL_REF_CTRL__SRCSEL        string  false      IOPLL
CONFIG.PSU__CRL_APB__USB3__ENABLE                      string  false      1
CONFIG.PSU__CSUPMU__PERIPHERAL__VALID                  string  false      NA
CONFIG.PSU__CSU_COHERENCY                              string  false      0
CONFIG.PSU__CSU__CSU_TAMPER_0__ENABLE                  string  false      0
CONFIG.PSU__CSU__CSU_TAMPER_0__ERASE_BBRAM             string  false      0
CONFIG.PSU__CSU__CSU_TAMPER_0__RESPONSE                string  false      <Select>
CONFIG.PSU__CSU__CSU_TAMPER_1__ENABLE                  string  false      0
CONFIG.PSU__CSU__CSU_TAMPER_1__ERASE_BBRAM             string  false      0
CONFIG.PSU__CSU__CSU_TAMPER_1__RESPONSE                string  false      <Select>
CONFIG.PSU__CSU__CSU_TAMPER_2__ENABLE                  string  false      0
CONFIG.PSU__CSU__CSU_TAMPER_2__ERASE_BBRAM             string  false      0
CONFIG.PSU__CSU__CSU_TAMPER_2__RESPONSE                string  false      <Select>
CONFIG.PSU__CSU__CSU_TAMPER_3__ENABLE                  string  false      0
CONFIG.PSU__CSU__CSU_TAMPER_3__ERASE_BBRAM             string  false      0
CONFIG.PSU__CSU__CSU_TAMPER_3__RESPONSE                string  false      <Select>
CONFIG.PSU__CSU__CSU_TAMPER_4__ENABLE                  string  false      0
CONFIG.PSU__CSU__CSU_TAMPER_4__ERASE_BBRAM             string  false      0
CONFIG.PSU__CSU__CSU_TAMPER_4__RESPONSE                string  false      <Select>
CONFIG.PSU__CSU__CSU_TAMPER_5__ENABLE                  string  false      0
CONFIG.PSU__CSU__CSU_TAMPER_5__ERASE_BBRAM             string  false      0
CONFIG.PSU__CSU__CSU_TAMPER_5__RESPONSE                string  false      <Select>
CONFIG.PSU__CSU__CSU_TAMPER_6__ENABLE                  string  false      0
CONFIG.PSU__CSU__CSU_TAMPER_6__ERASE_BBRAM             string  false      0
CONFIG.PSU__CSU__CSU_TAMPER_6__RESPONSE                string  false      <Select>
CONFIG.PSU__CSU__CSU_TAMPER_7__ENABLE                  string  false      0
CONFIG.PSU__CSU__CSU_TAMPER_7__ERASE_BBRAM             string  false      0
CONFIG.PSU__CSU__CSU_TAMPER_7__RESPONSE                string  false      <Select>
CONFIG.PSU__CSU__CSU_TAMPER_8__ENABLE                  string  false      0
CONFIG.PSU__CSU__CSU_TAMPER_8__ERASE_BBRAM             string  false      0
CONFIG.PSU__CSU__CSU_TAMPER_8__RESPONSE                string  false      <Select>
CONFIG.PSU__CSU__CSU_TAMPER_9__ENABLE                  string  false      0
CONFIG.PSU__CSU__CSU_TAMPER_9__ERASE_BBRAM             string  false      0
CONFIG.PSU__CSU__CSU_TAMPER_9__RESPONSE                string  false      <Select>
CONFIG.PSU__CSU__CSU_TAMPER_10__ENABLE                 string  false      0
CONFIG.PSU__CSU__CSU_TAMPER_10__ERASE_BBRAM            string  false      0
CONFIG.PSU__CSU__CSU_TAMPER_10__RESPONSE               string  false      <Select>
CONFIG.PSU__CSU__CSU_TAMPER_11__ENABLE                 string  false      0
CONFIG.PSU__CSU__CSU_TAMPER_11__ERASE_BBRAM            string  false      0
CONFIG.PSU__CSU__CSU_TAMPER_11__RESPONSE               string  false      <Select>
CONFIG.PSU__CSU__CSU_TAMPER_12__ENABLE                 string  false      0
CONFIG.PSU__CSU__CSU_TAMPER_12__ERASE_BBRAM            string  false      0
CONFIG.PSU__CSU__CSU_TAMPER_12__RESPONSE               string  false      <Select>
CONFIG.PSU__CSU__PERIPHERAL__ENABLE                    string  false      0
CONFIG.PSU__CSU__PERIPHERAL__IO                        string  false      <Select>
CONFIG.PSU__DDRC__ADDR_MIRROR                          string  false      NA
CONFIG.PSU__DDRC__AL                                   string  false      0
CONFIG.PSU__DDRC__BANK_ADDR_COUNT                      string  false      2
CONFIG.PSU__DDRC__BG_ADDR_COUNT                        string  false      2
CONFIG.PSU__DDRC__BRC_MAPPING                          string  false      ROW_BANK_COL
CONFIG.PSU__DDRC__BUS_WIDTH                            string  false      64 Bit
CONFIG.PSU__DDRC__CL                                   string  false      15
CONFIG.PSU__DDRC__CLOCK_STOP_EN                        string  false      0
CONFIG.PSU__DDRC__COL_ADDR_COUNT                       string  false      10
CONFIG.PSU__DDRC__COMPONENTS                           string  false      UDIMM
CONFIG.PSU__DDRC__CWL                                  string  false      14
CONFIG.PSU__DDRC__DDR4_ADDR_MAPPING                    string  false      0
CONFIG.PSU__DDRC__DDR4_CAL_MODE_ENABLE                 string  false      0
CONFIG.PSU__DDRC__DDR4_CRC_CONTROL                     string  false      0
CONFIG.PSU__DDRC__DDR4_MAXPWR_SAVING_EN                string  false      0
CONFIG.PSU__DDRC__DDR4_T_REF_MODE                      string  false      0
CONFIG.PSU__DDRC__DDR4_T_REF_RANGE                     string  false      Normal (0-85)
CONFIG.PSU__DDRC__DEEP_PWR_DOWN_EN                     string  false      0
CONFIG.PSU__DDRC__DERATE_INT_D                         string  false      <Select>
CONFIG.PSU__DDRC__DEVICE_CAPACITY                      string  false      4096 MBits
CONFIG.PSU__DDRC__DIMM_ADDR_MIRROR                     string  false      0
CONFIG.PSU__DDRC__DM_DBI                               string  false      DM_NO_DBI
CONFIG.PSU__DDRC__DQMAP_0_3                            string  false      0
CONFIG.PSU__DDRC__DQMAP_4_7                            string  false      0
CONFIG.PSU__DDRC__DQMAP_8_11                           string  false      0
CONFIG.PSU__DDRC__DQMAP_12_15                          string  false      0
CONFIG.PSU__DDRC__DQMAP_16_19                          string  false      0
CONFIG.PSU__DDRC__DQMAP_20_23                          string  false      0
CONFIG.PSU__DDRC__DQMAP_24_27                          string  false      0
CONFIG.PSU__DDRC__DQMAP_28_31                          string  false      0
CONFIG.PSU__DDRC__DQMAP_32_35                          string  false      0
CONFIG.PSU__DDRC__DQMAP_36_39                          string  false      0
CONFIG.PSU__DDRC__DQMAP_40_43                          string  false      0
CONFIG.PSU__DDRC__DQMAP_44_47                          string  false      0
CONFIG.PSU__DDRC__DQMAP_48_51                          string  false      0
CONFIG.PSU__DDRC__DQMAP_52_55                          string  false      0
CONFIG.PSU__DDRC__DQMAP_56_59                          string  false      0
CONFIG.PSU__DDRC__DQMAP_60_63                          string  false      0
CONFIG.PSU__DDRC__DQMAP_64_67                          string  false      0
CONFIG.PSU__DDRC__DQMAP_68_71                          string  false      0
CONFIG.PSU__DDRC__DRAM_WIDTH                           string  false      8 Bits
CONFIG.PSU__DDRC__ECC                                  string  false      Disabled
CONFIG.PSU__DDRC__ECC_SCRUB                            string  false      0
CONFIG.PSU__DDRC__ENABLE                               string  false      1
CONFIG.PSU__DDRC__ENABLE_DP_SWITCH                     string  false      0
CONFIG.PSU__DDRC__EN_2ND_CLK                           string  false      0
CONFIG.PSU__DDRC__FGRM                                 string  false      1X
CONFIG.PSU__DDRC__FREQ_MHZ                             string  false      1
CONFIG.PSU__DDRC__HIGH_TEMP                            string  false      <Select>
CONFIG.PSU__DDRC__LP_ASR                               string  false      manual normal
CONFIG.PSU__DDRC__MEMORY_TYPE                          string  false      DDR 4
CONFIG.PSU__DDRC__PARITY_ENABLE                        string  false      0
CONFIG.PSU__DDRC__PARTNO                               string  false      <Select>
CONFIG.PSU__DDRC__PER_BANK_REFRESH                     string  false      0
CONFIG.PSU__DDRC__PHY_DBI_MODE                         string  false      0
CONFIG.PSU__DDRC__PLL_BYPASS                           string  false      0
CONFIG.PSU__DDRC__PWR_DOWN_EN                          string  false      0
CONFIG.PSU__DDRC__RANK_ADDR_COUNT                      string  false      0
CONFIG.PSU__DDRC__RD_DQS_CENTER                        string  false      0
CONFIG.PSU__DDRC__ROW_ADDR_COUNT                       string  false      15
CONFIG.PSU__DDRC__SB_TARGET                            string  false      15-15-15
CONFIG.PSU__DDRC__SELF_REF_ABORT                       string  false      0
CONFIG.PSU__DDRC__SPEED_BIN                            string  false      DDR4_2133P
CONFIG.PSU__DDRC__STATIC_RD_MODE                       string  false      0
CONFIG.PSU__DDRC__TRAIN_DATA_EYE                       string  false      1
CONFIG.PSU__DDRC__TRAIN_READ_GATE                      string  false      1
CONFIG.PSU__DDRC__TRAIN_WRITE_LEVEL                    string  false      1
CONFIG.PSU__DDRC__T_FAW                                string  false      30.0
CONFIG.PSU__DDRC__T_RAS_MIN                            string  false      33
CONFIG.PSU__DDRC__T_RC                                 string  false      47.06
CONFIG.PSU__DDRC__T_RCD                                string  false      15
CONFIG.PSU__DDRC__T_RP                                 string  false      15
CONFIG.PSU__DDRC__VENDOR_PART                          string  false      OTHERS
CONFIG.PSU__DDRC__VIDEO_BUFFER_SIZE                    string  false      0
CONFIG.PSU__DDRC__VREF                                 string  false      1
CONFIG.PSU__DDR_HIGH_ADDRESS_GUI_ENABLE                string  false      1
CONFIG.PSU__DDR__INTERFACE__FREQMHZ                    string  false      533.500
CONFIG.PSU__DEVICE_TYPE                                string  false      EG
CONFIG.PSU__DISPLAYPORT__LANE0__ENABLE                 string  false      1
CONFIG.PSU__DISPLAYPORT__LANE0__IO                     string  false      GT Lane1
CONFIG.PSU__DISPLAYPORT__LANE1__ENABLE                 string  false      0
CONFIG.PSU__DISPLAYPORT__LANE1__IO                     string  false      <Select>
CONFIG.PSU__DISPLAYPORT__PERIPHERAL__ENABLE            string  false      1
CONFIG.PSU__DLL__ISUSED                                string  false      1
CONFIG.PSU__DPAUX__PERIPHERAL__ENABLE                  string  false      1
CONFIG.PSU__DPAUX__PERIPHERAL__IO                      string  false      MIO 27 .. 30
CONFIG.PSU__DP__LANE_SEL                               string  false      Single Lower
CONFIG.PSU__DP__REF_CLK_FREQ                           string  false      27
CONFIG.PSU__DP__REF_CLK_SEL                            string  false      Ref Clk3
CONFIG.PSU__ENABLE__DDR__REFRESH__SIGNALS              string  false      0
CONFIG.PSU__ENET0__FIFO__ENABLE                        string  false      0
CONFIG.PSU__ENET0__GRP_MDIO__ENABLE                    string  false      0
CONFIG.PSU__ENET0__GRP_MDIO__IO                        string  false      <Select>
CONFIG.PSU__ENET0__PERIPHERAL__ENABLE                  string  false      0
CONFIG.PSU__ENET0__PERIPHERAL__IO                      string  false      <Select>
CONFIG.PSU__ENET0__PTP__ENABLE                         string  false      0
CONFIG.PSU__ENET1__FIFO__ENABLE                        string  false      0
CONFIG.PSU__ENET1__GRP_MDIO__ENABLE                    string  false      0
CONFIG.PSU__ENET1__GRP_MDIO__IO                        string  false      <Select>
CONFIG.PSU__ENET1__PERIPHERAL__ENABLE                  string  false      0
CONFIG.PSU__ENET1__PERIPHERAL__IO                      string  false      <Select>
CONFIG.PSU__ENET1__PTP__ENABLE                         string  false      0
CONFIG.PSU__ENET2__FIFO__ENABLE                        string  false      0
CONFIG.PSU__ENET2__GRP_MDIO__ENABLE                    string  false      0
CONFIG.PSU__ENET2__GRP_MDIO__IO                        string  false      <Select>
CONFIG.PSU__ENET2__PERIPHERAL__ENABLE                  string  false      0
CONFIG.PSU__ENET2__PERIPHERAL__IO                      string  false      <Select>
CONFIG.PSU__ENET2__PTP__ENABLE                         string  false      0
CONFIG.PSU__ENET3__FIFO__ENABLE                        string  false      0
CONFIG.PSU__ENET3__GRP_MDIO__ENABLE                    string  false      1
CONFIG.PSU__ENET3__GRP_MDIO__IO                        string  false      MIO 76 .. 77
CONFIG.PSU__ENET3__PERIPHERAL__ENABLE                  string  false      1
CONFIG.PSU__ENET3__PERIPHERAL__IO                      string  false      MIO 64 .. 75
CONFIG.PSU__ENET3__PTP__ENABLE                         string  false      0
CONFIG.PSU__EN_AXI_STATUS_PORTS                        string  false      0
CONFIG.PSU__EN_EMIO_TRACE                              string  false      0
CONFIG.PSU__EP__IP                                     string  false      0
CONFIG.PSU__EXPAND__CORESIGHT                          string  false      0
CONFIG.PSU__EXPAND__FPD_SLAVES                         string  false      0
CONFIG.PSU__EXPAND__GIC                                string  false      0
CONFIG.PSU__EXPAND__LOWER_LPS_SLAVES                   string  false      0
CONFIG.PSU__EXPAND__UPPER_LPS_SLAVES                   string  false      0
CONFIG.PSU__FPDMASTERS_COHERENCY                       string  false      0
CONFIG.PSU__FPD_SLCR__WDT1__ACT_FREQMHZ                string  false      99.999001
CONFIG.PSU__FPD_SLCR__WDT1__FREQMHZ                    string  false      99.999001
CONFIG.PSU__FPD_SLCR__WDT_CLK_SEL__SELECT              string  false      APB
CONFIG.PSU__FPGA_PL0_ENABLE                            string  false      1
CONFIG.PSU__FPGA_PL1_ENABLE                            string  false      0
CONFIG.PSU__FPGA_PL2_ENABLE                            string  false      0
CONFIG.PSU__FPGA_PL3_ENABLE                            string  false      0
CONFIG.PSU__FP__POWER__ON                              string  false      1
CONFIG.PSU__FTM__CTI_IN_0                              string  false      0
CONFIG.PSU__FTM__CTI_IN_1                              string  false      0
CONFIG.PSU__FTM__CTI_IN_2                              string  false      0
CONFIG.PSU__FTM__CTI_IN_3                              string  false      0
CONFIG.PSU__FTM__CTI_OUT_0                             string  false      0
CONFIG.PSU__FTM__CTI_OUT_1                             string  false      0
CONFIG.PSU__FTM__CTI_OUT_2                             string  false      0
CONFIG.PSU__FTM__CTI_OUT_3                             string  false      0
CONFIG.PSU__FTM__GPI                                   string  false      0
CONFIG.PSU__FTM__GPO                                   string  false      0
CONFIG.PSU__GEM0_COHERENCY                             string  false      0
CONFIG.PSU__GEM0__REF_CLK_FREQ                         string  false      <Select>
CONFIG.PSU__GEM0__REF_CLK_SEL                          string  false      <Select>
CONFIG.PSU__GEM1_COHERENCY                             string  false      0
CONFIG.PSU__GEM1__REF_CLK_FREQ                         string  false      <Select>
CONFIG.PSU__GEM1__REF_CLK_SEL                          string  false      <Select>
CONFIG.PSU__GEM2_COHERENCY                             string  false      0
CONFIG.PSU__GEM2__REF_CLK_FREQ                         string  false      <Select>
CONFIG.PSU__GEM2__REF_CLK_SEL                          string  false      <Select>
CONFIG.PSU__GEM3_COHERENCY                             string  false      0
CONFIG.PSU__GEM3__REF_CLK_FREQ                         string  false      <Select>
CONFIG.PSU__GEM3__REF_CLK_SEL                          string  false      <Select>
CONFIG.PSU__GEM__TSU__ENABLE                           string  false      0
CONFIG.PSU__GEM__TSU__IO                               string  false      <Select>
CONFIG.PSU__GEN_IPI_0__MASTER                          string  false      APU
CONFIG.PSU__GEN_IPI_1__MASTER                          string  false      RPU0
CONFIG.PSU__GEN_IPI_2__MASTER                          string  false      RPU1
CONFIG.PSU__GEN_IPI_3__MASTER                          string  false      PMU
CONFIG.PSU__GEN_IPI_4__MASTER                          string  false      PMU
CONFIG.PSU__GEN_IPI_5__MASTER                          string  false      PMU
CONFIG.PSU__GEN_IPI_6__MASTER                          string  false      PMU
CONFIG.PSU__GEN_IPI_7__MASTER                          string  false      NONE
CONFIG.PSU__GEN_IPI_8__MASTER                          string  false      NONE
CONFIG.PSU__GEN_IPI_9__MASTER                          string  false      NONE
CONFIG.PSU__GEN_IPI_10__MASTER                         string  false      NONE
CONFIG.PSU__GEN_IPI__TRUSTZONE                         string  false      <Select>
CONFIG.PSU__GPIO0_MIO__IO                              string  false      MIO 0 .. 25
CONFIG.PSU__GPIO0_MIO__PERIPHERAL__ENABLE              string  false      1
CONFIG.PSU__GPIO1_MIO__IO                              string  false      MIO 26 .. 51
CONFIG.PSU__GPIO1_MIO__PERIPHERAL__ENABLE              string  false      1
CONFIG.PSU__GPIO2_MIO__IO                              string  false      <Select>
CONFIG.PSU__GPIO2_MIO__PERIPHERAL__ENABLE              string  false      0
CONFIG.PSU__GPIO_EMIO_WIDTH                            string  false      1
CONFIG.PSU__GPIO_EMIO__PERIPHERAL__ENABLE              string  false      0
CONFIG.PSU__GPIO_EMIO__PERIPHERAL__IO                  string  false      <Select>
CONFIG.PSU__GPIO_EMIO__WIDTH                           string  false      [94:0]
CONFIG.PSU__GPU_PP0__POWER__ON                         string  false      1
CONFIG.PSU__GPU_PP1__POWER__ON                         string  false      1
CONFIG.PSU__GT_REF_CLK__FREQMHZ                        string  false      33.333
CONFIG.PSU__GT__LINK_SPEED                             string  false      HBR
CONFIG.PSU__GT__PRE_EMPH_LVL_4                         string  false      0
CONFIG.PSU__GT__VLT_SWNG_LVL_4                         string  false      0
CONFIG.PSU__HIGH_ADDRESS__ENABLE                       string  false      0
CONFIG.PSU__HPM0_FPD__NUM_READ_THREADS                 string  false      4
CONFIG.PSU__HPM0_FPD__NUM_WRITE_THREADS                string  false      4
CONFIG.PSU__HPM0_LPD__NUM_READ_THREADS                 string  false      4
CONFIG.PSU__HPM0_LPD__NUM_WRITE_THREADS                string  false      4
CONFIG.PSU__HPM1_FPD__NUM_READ_THREADS                 string  false      4
CONFIG.PSU__HPM1_FPD__NUM_WRITE_THREADS                string  false      4
CONFIG.PSU__I2C0_LOOP_I2C1__ENABLE                     string  false      0
CONFIG.PSU__I2C0__GRP_INT__ENABLE                      string  false      0
CONFIG.PSU__I2C0__GRP_INT__IO                          string  false      <Select>
CONFIG.PSU__I2C0__PERIPHERAL__ENABLE                   string  false      1
CONFIG.PSU__I2C0__PERIPHERAL__IO                       string  false      MIO 14 .. 15
CONFIG.PSU__I2C1__GRP_INT__ENABLE                      string  false      0
CONFIG.PSU__I2C1__GRP_INT__IO                          string  false      <Select>
CONFIG.PSU__I2C1__PERIPHERAL__ENABLE                   string  false      1
CONFIG.PSU__I2C1__PERIPHERAL__IO                       string  false      MIO 16 .. 17
CONFIG.PSU__IOU_SLCR__IOU_TTC_APB_CLK__TTC0_SEL        string  false      APB
CONFIG.PSU__IOU_SLCR__IOU_TTC_APB_CLK__TTC1_SEL        string  false      APB
CONFIG.PSU__IOU_SLCR__IOU_TTC_APB_CLK__TTC2_SEL        string  false      APB
CONFIG.PSU__IOU_SLCR__IOU_TTC_APB_CLK__TTC3_SEL        string  false      APB
CONFIG.PSU__IOU_SLCR__TTC0__ACT_FREQMHZ                string  false      100.000000
CONFIG.PSU__IOU_SLCR__TTC0__FREQMHZ                    string  false      100.000000
CONFIG.PSU__IOU_SLCR__TTC1__ACT_FREQMHZ                string  false      100.000000
CONFIG.PSU__IOU_SLCR__TTC1__FREQMHZ                    string  false      100.000000
CONFIG.PSU__IOU_SLCR__TTC2__ACT_FREQMHZ                string  false      100.000000
CONFIG.PSU__IOU_SLCR__TTC2__FREQMHZ                    string  false      100.000000
CONFIG.PSU__IOU_SLCR__TTC3__ACT_FREQMHZ                string  false      100.000000
CONFIG.PSU__IOU_SLCR__TTC3__FREQMHZ                    string  false      100.000000
CONFIG.PSU__IOU_SLCR__WDT0__ACT_FREQMHZ                string  false      99.999001
CONFIG.PSU__IOU_SLCR__WDT0__FREQMHZ                    string  false      99.999001
CONFIG.PSU__IOU_SLCR__WDT_CLK_SEL__SELECT              string  false      APB
CONFIG.PSU__IRQ_P2F_ADMA_CHAN__INT                     string  false      0
CONFIG.PSU__IRQ_P2F_AIB_AXI__INT                       string  false      0
CONFIG.PSU__IRQ_P2F_AMS__INT                           string  false      0
CONFIG.PSU__IRQ_P2F_APM_FPD__INT                       string  false      0
CONFIG.PSU__IRQ_P2F_APU_COMM__INT                      string  false      0
CONFIG.PSU__IRQ_P2F_APU_CPUMNT__INT                    string  false      0
CONFIG.PSU__IRQ_P2F_APU_CTI__INT                       string  false      0
CONFIG.PSU__IRQ_P2F_APU_EXTERR__INT                    string  false      0
CONFIG.PSU__IRQ_P2F_APU_IPI__INT                       string  false      0
CONFIG.PSU__IRQ_P2F_APU_L2ERR__INT                     string  false      0
CONFIG.PSU__IRQ_P2F_APU_PMU__INT                       string  false      0
CONFIG.PSU__IRQ_P2F_APU_REGS__INT                      string  false      0
CONFIG.PSU__IRQ_P2F_ATB_LPD__INT                       string  false      0
CONFIG.PSU__IRQ_P2F_CAN0__INT                          string  false      0
CONFIG.PSU__IRQ_P2F_CAN1__INT                          string  false      0
CONFIG.PSU__IRQ_P2F_CLKMON__INT                        string  false      0
CONFIG.PSU__IRQ_P2F_CSUPMU_WDT__INT                    string  false      0
CONFIG.PSU__IRQ_P2F_CSU_DMA__INT                       string  false      0
CONFIG.PSU__IRQ_P2F_CSU__INT                           string  false      0
CONFIG.PSU__IRQ_P2F_DDR_SS__INT                        string  false      0
CONFIG.PSU__IRQ_P2F_DPDMA__INT                         string  false      0
CONFIG.PSU__IRQ_P2F_DPORT__INT                         string  false      0
CONFIG.PSU__IRQ_P2F_EFUSE__INT                         string  false      0
CONFIG.PSU__IRQ_P2F_ENT0_WAKEUP__INT                   string  false      0
CONFIG.PSU__IRQ_P2F_ENT0__INT                          string  false      0
CONFIG.PSU__IRQ_P2F_ENT1_WAKEUP__INT                   string  false      0
CONFIG.PSU__IRQ_P2F_ENT1__INT                          string  false      0
CONFIG.PSU__IRQ_P2F_ENT2_WAKEUP__INT                   string  false      0
CONFIG.PSU__IRQ_P2F_ENT2__INT                          string  false      0
CONFIG.PSU__IRQ_P2F_ENT3_WAKEUP__INT                   string  false      0
CONFIG.PSU__IRQ_P2F_ENT3__INT                          string  false      0
CONFIG.PSU__IRQ_P2F_FPD_APB__INT                       string  false      0
CONFIG.PSU__IRQ_P2F_FPD_ATB_ERR__INT                   string  false      0
CONFIG.PSU__IRQ_P2F_FP_WDT__INT                        string  false      0
CONFIG.PSU__IRQ_P2F_GDMA_CHAN__INT                     string  false      0
CONFIG.PSU__IRQ_P2F_GPIO__INT                          string  false      0
CONFIG.PSU__IRQ_P2F_GPU__INT                           string  false      0
CONFIG.PSU__IRQ_P2F_I2C0__INT                          string  false      0
CONFIG.PSU__IRQ_P2F_I2C1__INT                          string  false      0
CONFIG.PSU__IRQ_P2F_LPD_APB__INT                       string  false      0
CONFIG.PSU__IRQ_P2F_LPD_APM__INT                       string  false      0
CONFIG.PSU__IRQ_P2F_LP_WDT__INT                        string  false      0
CONFIG.PSU__IRQ_P2F_NAND__INT                          string  false      0
CONFIG.PSU__IRQ_P2F_OCM_ERR__INT                       string  false      0
CONFIG.PSU__IRQ_P2F_PCIE_DMA__INT                      string  false      0
CONFIG.PSU__IRQ_P2F_PCIE_LEGACY__INT                   string  false      0
CONFIG.PSU__IRQ_P2F_PCIE_MSC__INT                      string  false      0
CONFIG.PSU__IRQ_P2F_PCIE_MSI__INT                      string  false      0
CONFIG.PSU__IRQ_P2F_PL_IPI__INT                        string  false      0
CONFIG.PSU__IRQ_P2F_QSPI__INT                          string  false      0
CONFIG.PSU__IRQ_P2F_R5_CORE0_ECC_ERR__INT              string  false      0
